Symbol,Date,StockPrice,DeliveryPercent,Volatility,PcrOI,PcrVolume,NiftyPrice,NiftyChgPrc,IndiaVix,IndiaVixChgPrc
ASIANPAINT,09-12-2018,1291,60.86,1.16,0.39,0.56,11369.9,0.73,14.25,-7.05
ASIANPAINT,09-14-2018,1333.9,55.98,1.38,0.5,0.38,11515.2,1.28,13.8425,-2.86
ASIANPAINT,09-17-2018,1308.65,47.83,1.42,0.45,0.4,11377.75,-1.19,14.495,4.71
ASIANPAINT,09-18-2018,1292.1,47.55,1.41,0.44,0.48,11278.9,-0.87,14.415,-0.55
ASIANPAINT,09-19-2018,1291.35,40.72,1.37,0.36,0.41,11234.35,-0.39,14.005,-2.84
ASIANPAINT,09-21-2018,1304.75,48.08,1.35,0.36,0.38,11143.1,-0.81,15.535,10.92
ASIANPAINT,09-24-2018,1271.95,60.71,1.45,0.33,0.57,10967.4,-1.58,17.4275,12.18
ASIANPAINT,09-25-2018,1289.9,48.52,1.45,0.42,0.51,11067.45,0.91,16.6825,-4.27
ASIANPAINT,09-26-2018,1282,67.04,1.41,0.4,0.69,11053.8,-0.12,17.0875,2.43
ASIANPAINT,09-27-2018,1287.5,48.05,1.37,0.41,0.49,10977.55,-0.69,16.9225,-0.97
ASIANPAINT,09-28-2018,1293.3,45.16,1.33,0.73,0.51,10930.45,-0.43,16.995,0.43
ASIANPAINT,10-01-2018,1279.8,48.45,1.31,0.63,0.61,11008.3,0.71,16.835,-0.94
ASIANPAINT,10-03-2018,1251.75,45.67,1.38,0.6,0.67,10858.25,-1.36,18.1175,7.62
ASIANPAINT,10-04-2018,1224.7,61.31,1.44,0.58,1.03,10599.25,-2.39,18.915,4.4
ASIANPAINT,10-05-2018,1209.5,56.57,1.43,0.54,0.9,10316.45,-2.67,19.7325,4.32
ASIANPAINT,10-08-2018,1247.8,43.06,1.58,0.65,0.45,10348.05,0.31,20.1475,2.1
ASIANPAINT,10-09-2018,1201.4,32.68,1.79,0.59,0.83,10301.05,-0.45,19.755,-1.95
ASIANPAINT,10-10-2018,1225.95,25.1,1.8,0.7,0.8,10460.1,1.54,17.9075,-9.35
ASIANPAINT,10-11-2018,1219.05,41.75,1.75,0.59,0.7,10234.65,-2.16,20.5475,14.74
ASIANPAINT,10-12-2018,1261.2,45.66,1.89,0.74,0.4,10472.5,2.32,18.6275,-9.34
ASIANPAINT,10-15-2018,1250.3,54.78,1.84,0.72,0.73,10512.5,0.38,18.885,1.38
ASIANPAINT,10-16-2018,1267.6,47.26,1.82,0.74,0.7,10584.75,0.69,17.3725,-8.01
ASIANPAINT,10-17-2018,1259,52.29,1.77,0.83,0.85,10453.05,-1.24,17.98,3.5
ASIANPAINT,10-19-2018,1235.4,36.68,1.78,0.78,0.86,10303.55,-1.43,19.7875,10.05
ASIANPAINT,10-22-2018,1200.4,37.9,1.86,0.83,1.23,10245.25,-0.57,21.3575,7.93
ASIANPAINT,10-23-2018,1138.45,36.73,2.22,0.7,1.07,10146.8,-0.96,19.0375,-10.86
ASIANPAINT,10-24-2018,1186.9,36.19,2.38,0.86,0.66,10224.75,0.77,18.88,-0.83
ASIANPAINT,10-25-2018,1200.05,47.92,2.32,0.86,0.52,10124.9,-0.98,18.9625,0.44
ASIANPAINT,10-26-2018,1190.3,58.78,2.26,0.86,0.59,10030,-0.94,19.2325,1.42
ASIANPAINT,10-29-2018,1196.05,47.18,2.2,1.02,0.82,10250.85,2.2,19.825,3.08
ASIANPAINT,10-30-2018,1196.3,49.98,2.13,1.09,0.55,10198.4,-0.51,20.5025,3.42
ASIANPAINT,10-31-2018,1230.4,57.45,2.18,1.09,0.53,10386.6,1.85,19.7975,-3.44
ASIANPAINT,11-01-2018,1217.8,43.32,2.13,1.15,0.54,10380.45,-0.06,19.1925,-3.06
ASIANPAINT,11-02-2018,1247,40.26,2.15,1.17,0.6,10553,1.66,18.23,-5.01
ASIANPAINT,11-05-2018,1244.05,-,2.09,1.07,0.72,10524,-0.27,19.4825,6.87
ASIANPAINT,11-06-2018,1238.5,51.83,2.03,0.97,0.84,10530,0.06,18.505,-5.02
ASIANPAINT,11-07-2018,1250.95,34.99,1.98,0.99,0.46,10598.85,0.65,17.7225,-4.23
ASIANPAINT,11-09-2018,1295.6,43.72,2.1,1.44,0.7,10585.2,-0.13,17.765,0.24
ASIANPAINT,11-12-2018,1278.8,34.57,2.06,1.32,1.07,10482.2,-0.97,19.3675,9.02
ASIANPAINT,11-13-2018,1284.9,63.29,2,1.22,0.66,10582.5,0.96,18.695,-3.47
ASIANPAINT,11-14-2018,1320.55,40.82,2.05,1.34,0.66,10576.3,-0.06,18.825,0.7
ASIANPAINT,11-15-2018,1318.3,64.05,1.99,1.18,0.65,10616.7,0.38,18.455,-1.97
ASIANPAINT,11-16-2018,1321.3,64.28,1.93,1.26,0.55,10682.2,0.62,18.35,-0.57
ASIANPAINT,11-19-2018,1312.15,60.03,1.88,1.19,0.93,10763.4,0.76,19.255,4.93
ASIANPAINT,11-20-2018,1306.85,31.47,1.83,0.89,0.37,10656.2,-1,19.3275,0.38
ASIANPAINT,11-21-2018,1324.2,43.84,1.8,0.81,0.58,10600.05,-0.53,19.555,1.18
ASIANPAINT,11-22-2018,1314.4,55.96,1.75,0.77,0.58,10526.75,-0.69,19.16,-2.02
ASIANPAINT,11-26-2018,1349.5,49.31,1.82,1.12,0.47,10628.6,0.97,20.4025,6.48
ASIANPAINT,11-27-2018,1339.6,52.1,1.77,1.08,0.87,10685.6,0.54,18.315,-10.23
ASIANPAINT,11-28-2018,1324.25,54.16,1.74,1.01,0.6,10728.85,0.4,17.96,-1.94
ASIANPAINT,11-29-2018,1350.3,78.2,1.75,1.15,0.55,10858.7,1.21,18.6975,4.11
ASIANPAINT,11-30-2018,1345.95,47.81,1.7,0.56,0.46,10876.75,0.17,19.1625,2.49
ASIANPAINT,12-03-2018,1338.7,43.78,1.65,0.73,0.75,10883.75,0.06,18.2225,-4.91
ASIANPAINT,12-04-2018,1329.45,58.76,1.61,0.65,0.77,10869.5,-0.13,18.1075,-0.63
ASIANPAINT,12-05-2018,1329.5,49.33,1.56,0.65,0.52,10782.9,-0.8,18.39,1.56
ASIANPAINT,12-06-2018,1295.1,52.19,1.64,0.51,1.01,10601.15,-1.69,19.305,4.98
ASIANPAINT,12-07-2018,1318.65,49.09,1.65,0.64,0.47,10693.7,0.87,18.59,-3.7
ASIANPAINT,12-10-2018,1274.2,50.7,1.81,0.4,0.77,10488.45,-1.92,20.4375,9.94
ASIANPAINT,12-11-2018,1323.6,39.3,1.99,0.8,0.74,10549.15,0.58,17.945,-12.2
ASIANPAINT,12-12-2018,1330.9,43.06,1.93,0.88,0.58,10737.6,1.79,15.81,-11.9
ASIANPAINT,12-13-2018,1320.2,67.01,1.88,0.77,0.6,10791.55,0.5,15.55,-1.64
ASIANPAINT,12-14-2018,1340.95,46.03,1.86,0.71,0.3,10805.45,0.13,15.1575,-2.52
ASIANPAINT,12-17-2018,1335.85,53.31,1.81,0.67,0.55,10888.35,0.77,14.54,-4.07
ASIANPAINT,12-18-2018,1355.7,63.56,1.79,0.79,0.39,10908.7,0.19,14.5775,0.26
ASIANPAINT,12-19-2018,1400.25,43.18,1.91,1.2,0.37,10967.3,0.54,14.66,0.57
ASIANPAINT,12-20-2018,1425.8,43.51,1.9,1.28,0.55,10951.7,-0.14,14.3325,-2.23
ASIANPAINT,12-21-2018,1388.2,55.69,1.95,0.89,0.75,10754,-1.81,15.9925,11.58
ASIANPAINT,12-24-2018,1357.05,55.21,1.97,0.79,0.57,10663.5,-0.84,15.75,-1.52
ASIANPAINT,12-26-2018,1363,46.23,1.91,0.76,0.39,10729.85,0.62,15.92,1.08
ASIANPAINT,12-27-2018,1372.5,63.4,1.86,0.82,0.43,10779.8,0.47,16.0725,0.96
ASIANPAINT,12-28-2018,1366,57.64,1.81,0.57,0.44,10859.9,0.74,15.27,-4.99
ASIANPAINT,12-31-2018,1373.05,59.08,1.76,0.59,0.61,10862.55,0.02,16,4.78
ASIANPAINT,01-01-2019,1371.55,53.01,1.71,0.53,0.54,10910.1,0.44,15.325,-4.22
ASIANPAINT,01-02-2019,1383.3,51.8,1.67,0.55,0.45,10792.5,-1.08,16.3875,6.93
ASIANPAINT,01-03-2019,1388.3,55.73,1.62,0.48,0.34,10672.25,-1.11,16.79,2.46
ASIANPAINT,01-04-2019,1385.85,48.14,1.57,0.54,0.48,10727.35,0.52,16.1625,-3.74
ASIANPAINT,01-07-2019,1396,63.26,1.53,0.57,0.38,10771.8,0.41,16.3025,0.87
ASIANPAINT,01-08-2019,1401.25,50.83,1.49,0.59,0.4,10802.15,0.28,15.7,-3.7
ASIANPAINT,01-09-2019,1402,61.37,1.44,0.65,0.87,10855.15,0.49,15.27,-2.74
ASIANPAINT,01-10-2019,1396.35,59.93,1.4,0.71,1.14,10821.6,-0.31,15.345,0.49
ASIANPAINT,01-11-2019,1403.65,45.83,1.36,0.73,1.31,10794.95,-0.25,15.3525,0.05
ASIANPAINT,01-14-2019,1388.6,67.91,1.34,0.74,0.87,10737.6,-0.53,16.1575,5.24
ASIANPAINT,01-15-2019,1405.95,59.29,1.33,0.8,0.63,10886.8,1.39,15.5825,-3.56
ASIANPAINT,01-16-2019,1389.75,70.7,1.32,0.75,0.78,10890.3,0.03,16.0775,3.18
ASIANPAINT,01-17-2019,1389.6,65.98,1.28,0.68,0.76,10905.2,0.14,16.2425,1.03
ASIANPAINT,01-18-2019,1400.45,67.25,1.26,0.72,0.54,10906.95,0.02,16.6175,2.31
ASIANPAINT,01-21-2019,1422.1,61.72,1.28,0.68,0.4,10961.85,0.5,18.1475,9.21
ASIANPAINT,01-22-2019,1406.95,26.45,1.27,0.51,0.51,10922.75,-0.36,17.985,-0.9
ASIANPAINT,01-23-2019,1396.55,32.9,1.24,0.43,0.39,10831.5,-0.84,18.085,0.56
ASIANPAINT,01-24-2019,1401.85,53.8,1.21,0.46,0.38,10849.8,0.17,17.435,-3.59
ASIANPAINT,01-25-2019,1372.15,45.29,1.29,0.34,0.57,10780.55,-0.64,17.69,1.46
ASIANPAINT,01-28-2019,1379.5,61.71,1.26,0.35,0.44,10661.55,-1.1,18.8975,6.83
ASIANPAINT,01-29-2019,1393.3,65.05,1.25,0.38,0.58,10652.2,-0.09,18.4275,-2.49
ASIANPAINT,01-30-2019,1390.4,41.85,1.21,0.42,0.5,10651.8,0,17.85,-3.13
ASIANPAINT,01-31-2019,1412.6,59.32,1.24,0.57,0.67,10830.95,1.68,17.1225,-4.08
ASIANPAINT,02-01-2019,1457.2,51.65,1.42,0.94,0.62,10893.65,0.58,15.72,-8.19
ASIANPAINT,02-04-2019,1446.35,45.14,1.39,0.88,0.73,10912.25,0.17,15.7225,0.02
ASIANPAINT,02-05-2019,1450.35,38.85,1.35,0.75,0.46,10934.35,0.2,15.78,0.37
ASIANPAINT,02-06-2019,1469.4,46.38,1.35,0.83,0.6,11062.45,1.17,15.63,-0.95
ASIANPAINT,02-07-2019,1472.45,44.21,1.31,0.81,0.56,11069.4,0.06,15.435,-1.25
ASIANPAINT,02-08-2019,1448.8,47.05,1.33,0.72,0.57,10943.6,-1.14,15.5675,0.86
ASIANPAINT,02-11-2019,1437.1,47.63,1.3,0.72,0.75,10888.8,-0.5,15.84,1.75
ASIANPAINT,02-12-2019,1452.1,64.97,1.29,0.72,0.8,10831.4,-0.53,15.75,-0.57
ASIANPAINT,02-13-2019,1424.15,39.14,1.34,0.66,0.79,10793.65,-0.35,15.73,-0.13
ASIANPAINT,02-14-2019,1399.2,56.45,1.37,0.47,0.97,10746.05,-0.44,15.7725,0.27
ASIANPAINT,02-15-2019,1393.6,57.98,1.33,0.49,0.9,10724.4,-0.2,16.46,4.36
ASIANPAINT,02-18-2019,1380.05,37.71,1.31,0.55,0.99,10640.95,-0.78,18,9.36
ASIANPAINT,02-19-2019,1377.85,32.81,1.27,0.61,0.93,10604.35,-0.34,18.4675,2.6
ASIANPAINT,02-20-2019,1396.9,44.32,1.28,0.6,0.63,10735.45,1.24,17.055,-7.65
ASIANPAINT,02-21-2019,1397.8,37.88,1.24,0.6,0.5,10789.85,0.51,16.0525,-5.88
ASIANPAINT,02-22-2019,1397.8,51.41,1.2,0.56,0.77,10791.65,0.02,15.45,-3.75
ASIANPAINT,02-25-2019,1398.25,59.79,1.16,0.56,0.5,10880.1,0.82,15.3575,-0.6
ASIANPAINT,02-26-2019,1402,59.14,1.13,0.57,0.53,10835.3,-0.41,17.115,11.44
ASIANPAINT,02-27-2019,1405.7,50.35,1.1,0.66,0.53,10806.65,-0.26,18.8975,10.41
ASIANPAINT,02-28-2019,1405.2,66.45,1.07,0.68,0.49,10792.5,-0.13,18.2775,-3.28
ASIANPAINT,03-01-2019,1392.35,40.76,1.06,0.82,0.61,10863.5,0.66,16.275,-10.96
ASIANPAINT,03-05-2019,1403.85,69.35,1.05,0.77,0.7,10987.45,1.14,15.6575,-3.79
ASIANPAINT,03-06-2019,1393.7,49.06,1.03,0.64,0.54,11053,0.6,15.61,-0.3
ASIANPAINT,03-07-2019,1395.45,54.24,1,0.69,0.48,11058.2,0.05,15.2925,-2.03
ASIANPAINT,03-08-2019,1382.35,40.5,1,0.78,0.81,11035.4,-0.21,14.94,-2.31
ASIANPAINT,03-11-2019,1419.8,53.67,1.17,0.99,0.75,11168.05,1.2,14.895,-0.3
ASIANPAINT,03-12-2019,1428.1,56.22,1.14,0.78,0.46,11301.2,1.19,15.0975,1.36
ASIANPAINT,03-13-2019,1428.3,56.6,1.11,0.79,0.58,11341.7,0.36,15.2775,1.19
ASIANPAINT,03-14-2019,1434.75,51.55,1.08,0.85,0.53,11343.25,0.01,15.15,-0.83
ASIANPAINT,03-15-2019,1432.55,52.52,1.05,0.7,0.34,11426.85,0.74,15.865,4.72
ASIANPAINT,03-18-2019,1445.6,53.07,1.04,0.76,0.32,11462.2,0.31,16.9,6.52
ASIANPAINT,03-19-2019,1453.9,48.44,1.02,0.95,0.3,11532.4,0.61,16.4925,-2.41
ASIANPAINT,03-20-2019,1456.15,42.45,0.99,1.01,0.52,11521.05,-0.1,16.0325,-2.79
ASIANPAINT,03-22-2019,1471.25,52.68,0.99,1.19,0.4,11456.9,-0.56,16.275,1.51
ASIANPAINT,03-25-2019,1457.55,48.9,0.99,1.02,0.36,11354.25,-0.9,16.6725,2.44
ASIANPAINT,03-26-2019,1485.05,48.74,1.06,0.96,0.28,11483.25,1.14,16.485,-1.12
ASIANPAINT,03-27-2019,1472.05,52.17,1.05,0.86,0.3,11445.05,-0.33,17.0475,3.41
ASIANPAINT,03-28-2019,1497,59.13,1.1,0.98,0.28,11570,1.09,16.6525,-2.32
ASIANPAINT,03-29-2019,1492.7,60.15,1.07,0.61,0.59,11623.9,0.47,17.185,3.2
ASIANPAINT,04-01-2019,1492.75,52.58,1.04,0.69,0.77,11669.15,0.39,18.005,4.77
ASIANPAINT,04-02-2019,1519.3,38.83,1.1,1,0.58,11713.2,0.38,18.0825,0.43
ASIANPAINT,04-03-2019,1497.6,56.11,1.12,0.79,0.65,11643.95,-0.59,18.7825,3.87
ASIANPAINT,04-04-2019,1519,51.44,1.14,0.95,0.73,11598,-0.39,18.65,-0.71
ASIANPAINT,04-05-2019,1514.45,50.35,1.11,0.92,0.57,11665.95,0.59,18.3925,-1.38
ASIANPAINT,04-08-2019,1496.35,51.14,1.12,0.68,0.78,11604.5,-0.53,20.1525,9.57
ASIANPAINT,04-09-2019,1444.85,25.42,1.38,0.46,0.77,11671.95,0.58,20.28,0.63
ASIANPAINT,04-10-2019,1409.85,55.56,1.47,0.31,0.47,11584.3,-0.75,21.13,4.19
ASIANPAINT,04-11-2019,1423.15,40.18,1.44,0.31,0.26,11596.7,0.11,20.9575,-0.82
ASIANPAINT,04-12-2019,1438.65,55.25,1.42,0.34,0.34,11643.45,0.4,20.9975,0.19
ASIANPAINT,04-15-2019,1431.55,43.29,1.38,0.37,0.35,11690.35,0.4,21.3875,1.86
ASIANPAINT,04-16-2019,1459,49.16,1.42,0.39,0.33,11787.15,0.83,21.6925,1.43
ASIANPAINT,04-18-2019,1469.6,57.45,1.39,0.42,0.44,11752.8,-0.29,22.735,4.81
ASIANPAINT,04-22-2019,1443.35,44.45,1.42,0.43,0.73,11594.45,-1.35,24.05,5.78
ASIANPAINT,04-23-2019,1431,42.56,1.39,0.48,0.76,11575.95,-0.16,24.645,2.47
ASIANPAINT,04-24-2019,1450.05,55.74,1.39,0.73,0.51,11726.15,1.3,23.7125,-3.78
ASIANPAINT,04-25-2019,1447.95,67.13,1.35,0.79,0.43,11641.8,-0.72,23.2325,-2.02
ASIANPAINT,04-26-2019,1448.75,57.07,1.31,0.75,0.78,11754.65,0.97,21.7175,-6.52
ASIANPAINT,04-30-2019,1463.15,59.1,1.29,0.64,0.54,11748.15,-0.06,21.8275,0.51
ASIANPAINT,05-02-2019,1436.6,37.15,1.33,0.72,0.75,11724.75,-0.2,22.9825,5.29
ASIANPAINT,05-03-2019,1438.55,45.94,1.29,0.66,0.74,11712.25,-0.11,24.0325,4.57
ASIANPAINT,05-06-2019,1412.8,51.23,1.33,0.56,0.64,11598.25,-0.97,26.4325,9.99
ASIANPAINT,05-07-2019,1387.8,63.64,1.36,0.68,0.85,11497.9,-0.87,26.4775,0.17
ASIANPAINT,05-08-2019,1385.7,60.81,1.32,0.71,1.02,11359.45,-1.2,26.365,-0.42
ASIANPAINT,05-09-2019,1354.2,37.98,1.4,0.74,0.93,11301.8,-0.51,25.485,-3.34
ASIANPAINT,05-10-2019,1341.05,47.13,1.38,0.66,0.83,11278.9,-0.2,26.335,3.34
ASIANPAINT,05-13-2019,1332.5,53.61,1.35,0.63,0.67,11148.2,-1.16,27.3825,3.98
ASIANPAINT,05-14-2019,1320.25,58.26,1.33,0.58,0.95,11222.05,0.66,27.1325,-0.91
ASIANPAINT,05-15-2019,1305.95,52.9,1.32,0.57,0.77,11157,-0.58,28.6575,5.62
ASIANPAINT,05-16-2019,1304.4,51.48,1.28,0.59,0.87,11257.1,0.9,28.37,-1
ASIANPAINT,05-17-2019,1320,51.79,1.27,0.59,0.43,11407.15,1.33,28.075,-1.04
ASIANPAINT,05-20-2019,1373.95,49.83,1.57,0.58,0.24,11828.25,3.69,23.675,-15.67
ASIANPAINT,05-21-2019,1357.75,54.94,1.55,0.6,0.53,11709.1,-1.01,25.6525,8.35
ASIANPAINT,05-22-2019,1368.45,55.35,1.52,0.63,0.54,11737.9,0.25,27.6325,7.72
ASIANPAINT,05-23-2019,1367.75,65.17,1.47,0.63,0.41,11657.05,-0.69,19.405,-29.77
ASIANPAINT,05-24-2019,1384.5,40.16,1.46,0.56,0.4,11844.1,1.6,16.4675,-15.14
ASIANPAINT,05-27-2019,1366.85,55.08,1.45,0.59,0.36,11924.75,0.68,16.19,-1.69
ASIANPAINT,05-28-2019,1364.35,61.54,1.41,0.59,0.34,11928.75,0.03,15.9225,-1.65
ASIANPAINT,05-29-2019,1358.25,48.48,1.37,0.66,0.34,11861.1,-0.57,16.4075,3.05
ASIANPAINT,05-30-2019,1374.6,35.75,1.36,0.88,0.31,11945.9,0.71,15.61,-4.86
ASIANPAINT,05-31-2019,1407.3,29.83,1.44,0.59,0.33,11922.8,-0.19,16.0675,2.93
ASIANPAINT,06-03-2019,1459.25,42.33,1.65,0.75,0.49,12088.55,1.39,15.9675,-0.62
ASIANPAINT,06-04-2019,1421.5,45.48,1.72,0.59,0.74,12021.65,-0.55,15.6275,-2.13
ASIANPAINT,06-06-2019,1428.55,40.29,1.67,0.66,0.5,11843.75,-1.48,15.525,-0.66
ASIANPAINT,06-07-2019,1418.35,29.73,1.63,0.61,0.83,11870.65,0.23,14.8575,-4.3
ASIANPAINT,06-10-2019,1422.6,39.89,1.58,0.65,0.66,11922.7,0.44,14.975,0.79
ASIANPAINT,06-11-2019,1425.5,44.11,1.53,0.69,0.72,11965.6,0.36,14.49,-3.24
ASIANPAINT,06-12-2019,1425.45,52.46,1.48,0.62,0.64,11906.2,-0.5,14.1225,-2.54
ASIANPAINT,06-13-2019,1429.45,59.16,1.45,0.66,0.48,11914.05,0.07,13.66,-3.27
ASIANPAINT,06-14-2019,1412.75,43.36,1.43,0.58,0.57,11823.3,-0.76,13.895,1.72
ASIANPAINT,06-18-2019,1380.05,50.86,1.4,0.54,0.85,11691.5,0.17,14.6,-0.34
ASIANPAINT,06-19-2019,1381.15,32.99,1.36,0.51,0.76,11691.45,0,14.73,0.89
ASIANPAINT,06-20-2019,1392.05,43.2,1.33,0.59,0.65,11831.75,1.2,14,-4.96
ASIANPAINT,06-21-2019,1383,63.12,1.29,0.6,0.94,11724.1,-0.91,14.61,4.36
ASIANPAINT,06-24-2019,1376.15,41.63,1.28,0.46,0.52,11699.65,-0.21,15.2225,4.19
ASIANPAINT,06-25-2019,1363.1,74.69,1.26,0.47,0.34,11796.45,0.83,15.01,-1.4
ASIANPAINT,06-26-2019,1359.95,55.12,1.22,0.52,0.44,11847.55,0.43,14.75,-1.73
ASIANPAINT,06-27-2019,1361.4,73.92,1.18,0.53,0.52,11841.55,-0.05,14.645,-0.71
ASIANPAINT,06-28-2019,1358.15,65.15,1.15,0.79,0.95,11788.85,-0.45,14.9525,2.1
ASIANPAINT,07-01-2019,1353.85,51.29,1.12,0.78,0.72,11865.6,0.65,14.6025,-2.34
ASIANPAINT,07-02-2019,1345.75,58.55,1.09,0.77,0.92,11910.3,0.38,14.25,-2.41
ASIANPAINT,07-03-2019,1352,40.23,1.06,0.69,0.37,11916.75,0.05,13.695,-3.89
ASIANPAINT,07-04-2019,1359.7,61.47,1.06,0.67,0.39,11946.75,0.25,13.53,-1.2
ASIANPAINT,07-05-2019,1358.7,47.44,1.03,0.71,0.41,11811.15,-1.14,13.065,-3.44
ASIANPAINT,07-08-2019,1340.25,59.32,1.05,0.69,0.98,11558.6,-2.14,13.8525,6.03
ASIANPAINT,07-09-2019,1321,51.29,1.08,0.77,0.99,11555.9,-0.02,13.6875,-1.19
ASIANPAINT,07-10-2019,1322.95,37.25,1.05,0.7,0.77,11498.9,-0.49,13.635,-0.38
ASIANPAINT,07-11-2019,1332.45,34.69,1.03,0.63,0.61,11582.9,0.73,12.47,-8.54
ASIANPAINT,07-12-2019,1361.95,52.21,1.13,0.79,0.51,11552.5,-0.26,11.9975,-3.79
ASIANPAINT,07-15-2019,1353.15,47.57,1.11,0.79,0.88,11588.35,0.31,12.02,0.19
ASIANPAINT,07-16-2019,1372.3,51.4,1.13,0.8,0.53,11662.6,0.64,11.56,-3.83
ASIANPAINT,07-17-2019,1395.9,43.51,1.17,0.78,0.36,11687.5,0.21,11.8,2.08
ASIANPAINT,07-18-2019,1384.95,53.69,1.15,0.7,0.55,11596.9,-0.78,11.75,-0.42
ASIANPAINT,07-19-2019,1369.1,42.81,1.15,0.7,0.67,11419.25,-1.53,12.515,6.51
ASIANPAINT,07-22-2019,1404.2,34.86,1.28,0.65,0.46,11346.2,-0.64,13.01,3.96
ASIANPAINT,07-23-2019,1429.35,32.24,1.31,0.68,0.47,11331.05,-0.13,13.4275,3.21
ASIANPAINT,07-24-2019,1483.4,28.65,1.56,1.02,0.62,11271.3,-0.53,12.76,-4.97
ASIANPAINT,07-25-2019,1495.85,37.08,1.53,1.32,0.61,11252.15,-0.17,12.635,-0.98
ASIANPAINT,07-26-2019,1526.45,52.57,1.56,0.98,0.72,11284.3,0.29,12.1325,-3.98
ASIANPAINT,07-30-2019,1508.75,38.88,1.49,1.02,1.18,11085.4,-0.93,13.6125,4.21
ASIANPAINT,07-31-2019,1521.1,38.79,1.46,1.03,1.17,11118,0.29,13.59,-0.17
ASIANPAINT,08-01-2019,1504.7,56.12,1.44,0.96,1.16,10980,-1.24,14.5575,7.12
ASIANPAINT,08-02-2019,1545.2,50.08,1.54,1.14,0.83,10997.35,0.16,15.1875,4.33
ASIANPAINT,08-05-2019,1525.4,38.14,1.53,1.06,1.16,10862.6,-1.23,16.585,9.2
ASIANPAINT,08-06-2019,1565.85,45.63,1.62,1.27,0.91,10948.25,0.79,16.12,-2.8
ASIANPAINT,08-07-2019,1559.2,46.25,1.57,1.27,1.11,10855.5,-0.85,16.74,3.85
ASIANPAINT,08-08-2019,1565.9,53.68,1.53,1.32,1.29,11032.45,1.63,16.0925,-3.87
ASIANPAINT,08-09-2019,1575.5,35.26,1.49,1.39,0.98,11109.65,0.7,15.845,-1.54
ASIANPAINT,08-13-2019,1573.35,53.73,1.45,1.4,0.98,10925.85,-1.65,17.7775,12.2
ASIANPAINT,08-14-2019,1569.7,44.26,1.41,1.42,1.43,11029.4,0.95,16.3575,-7.99
ASIANPAINT,08-16-2019,1597.45,56.6,1.43,1.51,0.88,11047.8,0.17,16.6475,1.77
ASIANPAINT,08-19-2019,1586.45,34.25,1.4,1.53,1.11,11053.9,0.06,16.7475,0.6
ASIANPAINT,08-20-2019,1595.15,44.42,1.36,1.47,1.3,11017,-0.33,16.6325,-0.69
ASIANPAINT,08-21-2019,1589.15,30.12,1.32,1.43,1.54,10918.7,-0.89,17.0225,2.34
ASIANPAINT,08-22-2019,1570.2,46.23,1.31,1.34,1.19,10741.35,-1.62,17.8525,4.88
ASIANPAINT,08-23-2019,1580.4,44.19,1.28,1.38,1.07,10829.35,0.82,17.3475,-2.83
ASIANPAINT,08-26-2019,1597.55,59.62,1.27,1.31,0.94,11057.85,2.11,16.655,-3.99
ASIANPAINT,08-27-2019,1599.45,60.31,1.23,1.33,0.98,11105.35,0.43,16.01,-3.87
ASIANPAINT,08-29-2019,1615.25,43.61,1.17,1.26,0.71,10948.3,-0.89,16.425,-2.44
ASIANPAINT,08-30-2019,1616.2,50.36,1.13,0.75,0.81,11023.25,0.68,16.2825,-0.87
ASIANPAINT,09-03-2019,1576.75,59.55,1.25,0.77,0.87,10797.9,-2.04,18.055,10.89
ASIANPAINT,09-04-2019,1535.15,55.66,1.38,0.86,0.91,10844.65,0.43,17.235,-4.54
ASIANPAINT,09-05-2019,1519.75,54.82,1.36,0.81,0.88,10847.9,0.03,17.2725,0.22
ASIANPAINT,09-06-2019,1532.4,33.44,1.33,0.82,0.45,10946.2,0.91,16.275,-5.78
ASIANPAINT,09-09-2019,1540.6,38.45,1.3,0.78,0.54,11003.05,0.52,15.8525,-2.6
ASIANPAINT,09-11-2019,1561.45,61.13,1.3,0.79,0.61,11035.7,0.3,15.3725,-3.03
ASIANPAINT,09-12-2019,1540.3,40.97,1.3,0.82,0.76,10982.8,-0.48,14.9,-3.07
ASIANPAINT,09-13-2019,1548.2,31.57,1.27,0.86,0.85,11075.9,0.85,14.12,-5.23
ASIANPAINT,09-16-2019,1521.3,50.91,1.3,0.83,0.78,11003.5,-0.65,14.9525,5.9
ASIANPAINT,09-17-2019,1530.9,33.88,1.27,0.85,0.68,10817.6,-1.69,16.0175,7.12
ASIANPAINT,09-18-2019,1547.75,27.97,1.26,0.83,0.63,10840.65,0.21,15.3525,-4.15
ASIANPAINT,09-19-2019,1553.9,33.74,1.23,0.86,0.65,10704.8,-1.25,15.55,1.29
ASIANPAINT,09-20-2019,1671,46.98,2.14,0.92,0.68,11274.2,5.32,15.4,-0.96
ASIANPAINT,09-23-2019,1802.75,46.8,2.79,0.99,0.79,11600.2,2.89,16.7925,9.04
ASIANPAINT,09-24-2019,1765.9,54.25,2.75,0.97,0.78,11588.2,-0.1,16.7325,-0.36
ASIANPAINT,09-25-2019,1751.8,53.39,2.67,0.88,0.51,11440.2,-1.28,16.17,-3.36
ASIANPAINT,09-26-2019,1770.95,47.38,2.6,0.9,0.49,11571.2,1.15,16.3425,1.07
ASIANPAINT,09-27-2019,1776.3,32.99,2.52,0.48,0.6,11512.4,-0.51,16.115,-1.39
