Symbol,Date,StockPrice,DeliveryPercent,Volatility,PcrOI,PcrVolume,NiftyPrice,NiftyChgPrc,IndiaVix,IndiaVixChgPrc
HINDUNILVR,08-16-2019,1828.65,60.06,1.09,1.41,1.29,11047.8,0.17,16.6475,1.77
HINDUNILVR,08-19-2019,1820.9,53.45,1.06,1.37,0.99,11053.9,0.06,16.7475,0.6
HINDUNILVR,08-20-2019,1843.4,58.56,1.07,1.55,0.95,11017,-0.33,16.6325,-0.69
HINDUNILVR,08-21-2019,1850,68.81,1.04,1.53,0.61,10918.7,-0.89,17.0225,2.34
HINDUNILVR,08-22-2019,1872.1,59.83,1.05,1.37,0.56,10741.35,-1.62,17.8525,4.88
HINDUNILVR,08-23-2019,1860,50.51,1.03,1.19,0.89,10829.35,0.82,17.3475,-2.83
HINDUNILVR,08-26-2019,1876.55,41.24,1.02,1.22,0.55,11057.85,2.11,16.655,-3.99
HINDUNILVR,08-27-2019,1861.4,69,1.01,1.08,1.12,11105.35,0.43,16.01,-3.87
HINDUNILVR,08-29-2019,1832.95,61.96,1.04,0.8,0.59,10948.3,-0.89,16.425,-2.44
HINDUNILVR,08-30-2019,1881.9,60.07,1.2,0.62,0.47,11023.25,0.68,16.2825,-0.87
HINDUNILVR,09-03-2019,1841.85,65.06,1.28,0.59,0.87,10797.9,-2.04,18.055,10.89
HINDUNILVR,09-04-2019,1846.6,52.06,1.24,0.62,0.86,10844.65,0.43,17.235,-4.54
HINDUNILVR,09-05-2019,1829.75,46.3,1.22,0.6,0.65,10847.9,0.03,17.2725,0.22
HINDUNILVR,09-06-2019,1819.15,45.87,1.19,0.59,0.84,10946.2,0.91,16.275,-5.78
HINDUNILVR,09-09-2019,1834.05,50.27,1.17,0.58,0.58,11003.05,0.52,15.8525,-2.6
HINDUNILVR,09-11-2019,1824.3,61.58,1.14,0.52,0.66,11035.7,0.3,15.3725,-3.03
HINDUNILVR,09-12-2019,1805.4,47.15,1.13,0.55,0.95,10982.8,-0.48,14.9,-3.07
HINDUNILVR,09-13-2019,1805.55,54.65,1.1,0.54,0.9,11075.9,0.85,14.12,-5.23
HINDUNILVR,09-16-2019,1816.3,58.05,1.08,0.55,0.62,11003.5,-0.65,14.9525,5.9
HINDUNILVR,09-17-2019,1831.2,59.93,1.07,0.65,0.59,10817.6,-1.69,16.0175,7.12
HINDUNILVR,09-18-2019,1829.2,49.81,1.04,0.64,0.74,10840.65,0.21,15.3525,-4.15
HINDUNILVR,09-19-2019,1812.75,44.52,1.03,0.54,0.71,10704.8,-1.25,15.55,1.29
HINDUNILVR,09-20-2019,1969.75,59.73,2.27,0.99,0.69,11274.2,5.32,15.4,-0.96
HINDUNILVR,09-23-2019,2039.75,58.71,2.36,1.09,1.62,11600.2,2.89,16.7925,9.04
HINDUNILVR,09-24-2019,2050.45,55.36,2.29,1.03,1.32,11588.2,-0.1,16.7325,-0.36
HINDUNILVR,09-25-2019,2051.5,69.01,2.22,1.02,0.84,11440.2,-1.28,16.17,-3.36
HINDUNILVR,09-26-2019,2034.4,64.62,2.16,0.9,0.76,11571.2,1.15,16.3425,1.07
HINDUNILVR,09-27-2019,2010.9,63.34,2.11,0.56,0.86,11512.4,-0.51,16.115,-1.39
HINDUNILVR,09-30-2019,1981.95,72.84,2.08,0.7,1.79,11474.45,-0.33,15.8725,-1.5
HINDUNILVR,10-01-2019,1990.3,47.89,2.02,0.68,0.88,11359.9,-1,16.7575,5.58
HINDUNILVR,10-04-2019,1944.2,67.97,1.94,0.77,1.13,11174.75,-1.23,17.58,-0.69
HINDUNILVR,10-07-2019,1940.05,58.46,1.88,0.74,0.85,11126.4,-0.43,17.83,1.42
HINDUNILVR,10-09-2019,1948,55.09,1.83,0.72,0.48,11313.3,1.68,17.155,-3.79
HINDUNILVR,10-10-2019,1968.75,47.24,1.79,0.67,0.36,11234.55,-0.7,17.2275,0.42
HINDUNILVR,10-11-2019,2004.65,53.39,1.74,0.74,0.66,11305.05,0.63,17.14,-0.51
HINDUNILVR,10-14-2019,2014.25,46.82,1.69,0.94,0.9,11341.15,0.32,17.43,1.69
HINDUNILVR,10-15-2019,2064.4,45.96,1.75,1.1,0.8,11428.3,0.77,16.85,-3.33
HINDUNILVR,10-16-2019,2071,58.07,1.7,1.34,1.09,11464,0.31,16.36,-2.91
HINDUNILVR,10-17-2019,2103.85,58,1.69,1.46,1.08,11586.35,1.07,15.8775,-2.95
HINDUNILVR,10-18-2019,2106.85,66.07,1.64,1.47,1.14,11661.85,0.65,15.9275,0.31
HINDUNILVR,10-22-2019,2127.35,76.05,1.61,1.54,1.29,11588.35,-0.63,16.81,5.54
HINDUNILVR,10-23-2019,2133.25,61.16,1.57,1.63,1.1,11604.1,0.14,16.535,-1.64
HINDUNILVR,10-24-2019,2133.35,56.73,1.52,1.6,1.31,11582.6,-0.19,16.24,-1.78
HINDUNILVR,10-25-2019,2145.1,71.51,1.48,1.56,1.14,11583.9,0.01,15.315,-5.7
HINDUNILVR,10-29-2019,2160.2,55.74,1.42,1.6,0.98,11786.85,1.75,16.42,7.22
HINDUNILVR,10-30-2019,2169.4,59.28,1.38,1.62,0.92,11844.1,0.49,16.6575,1.45
HINDUNILVR,10-31-2019,2175.35,69.77,1.34,1.7,1.06,11877.45,0.28,16.28,-2.27
HINDUNILVR,11-01-2019,2179.35,59.96,1.3,1.41,2,11890.6,0.11,15.7325,-3.36
HINDUNILVR,11-04-2019,2158.15,71.6,1.28,1.18,1.4,11945.15,0.46,15.925,1.22
ICICIBANK,09-12-2018,322.9,43.63,1.68,0.43,0.75,11369.9,0.73,14.25,-7.05
ICICIBANK,09-14-2018,328.35,46,1.68,0.45,0.58,11515.2,1.28,13.8425,-2.86
ICICIBANK,09-17-2018,325.7,29.77,1.64,0.44,0.83,11377.75,-1.19,14.495,4.71
ICICIBANK,09-18-2018,318.85,50.81,1.67,0.44,0.8,11278.9,-0.87,14.415,-0.55
ICICIBANK,09-19-2018,320.95,45.12,1.63,0.48,0.58,11234.35,-0.39,14.005,-2.84
ICICIBANK,09-21-2018,317.1,42.76,1.61,0.49,0.74,11143.1,-0.81,15.535,10.92
ICICIBANK,09-24-2018,308.75,50.05,1.69,0.51,0.84,10967.4,-1.58,17.4275,12.18
ICICIBANK,09-25-2018,311.1,43.92,1.65,0.51,0.64,11067.45,0.91,16.6825,-4.27
ICICIBANK,09-26-2018,313.1,55.19,1.61,0.5,0.62,11053.8,-0.12,17.0875,2.43
ICICIBANK,09-27-2018,306.65,62.74,1.64,0.42,0.77,10977.55,-0.69,16.9225,-0.97
ICICIBANK,09-28-2018,305.55,56.4,1.59,0.64,0.61,10930.45,-0.43,16.995,0.43
ICICIBANK,10-01-2018,314,47.45,1.68,0.69,0.71,11008.3,0.71,16.835,-0.94
ICICIBANK,10-03-2018,303.7,44.99,1.82,0.61,0.78,10858.25,-1.36,18.1175,7.62
ICICIBANK,10-04-2018,316.5,31.01,2.03,0.65,0.61,10599.25,-2.39,18.915,4.4
ICICIBANK,10-05-2018,307.3,38.11,2.1,0.58,0.9,10316.45,-2.67,19.7325,4.32
ICICIBANK,10-08-2018,310.85,38.79,2.06,0.6,0.81,10348.05,0.31,20.1475,2.1
ICICIBANK,10-09-2018,306.25,26.33,2.03,0.59,0.73,10301.05,-0.45,19.755,-1.95
ICICIBANK,10-10-2018,319.85,35.58,2.24,0.65,0.59,10460.1,1.54,17.9075,-9.35
ICICIBANK,10-11-2018,311.7,39.46,2.26,0.55,0.81,10234.65,-2.16,20.5475,14.74
ICICIBANK,10-12-2018,319.4,42.54,2.27,0.57,0.46,10472.5,2.32,18.6275,-9.34
ICICIBANK,10-15-2018,313.35,45.76,2.25,0.47,0.59,10512.5,0.38,18.885,1.38
ICICIBANK,10-16-2018,320.65,31.39,2.25,0.59,0.66,10584.75,0.69,17.3725,-8.01
ICICIBANK,10-17-2018,314.8,30.6,2.23,0.51,0.77,10453.05,-1.24,17.98,3.5
ICICIBANK,10-19-2018,315.45,35.07,2.16,0.51,0.78,10303.55,-1.43,19.7875,10.05
ICICIBANK,10-22-2018,327.1,45.09,2.27,0.77,0.77,10245.25,-0.57,21.3575,7.93
ICICIBANK,10-23-2018,322.85,41.69,2.22,0.73,0.87,10146.8,-0.96,19.0375,-10.86
ICICIBANK,10-24-2018,322,53.57,2.15,0.74,0.71,10224.75,0.77,18.88,-0.83
ICICIBANK,10-25-2018,319.95,42.47,2.09,0.67,0.69,10124.9,-0.98,18.9625,0.44
ICICIBANK,10-26-2018,315.65,40.51,2.05,0.86,0.82,10030,-0.94,19.2325,1.42
ICICIBANK,10-29-2018,349.4,32.57,3.18,0.97,0.81,10250.85,2.2,19.825,3.08
ICICIBANK,10-30-2018,345.7,39.05,3.09,0.82,0.97,10198.4,-0.51,20.5025,3.42
ICICIBANK,10-31-2018,355,47.37,3.07,0.83,0.91,10386.6,1.85,19.7975,-3.44
ICICIBANK,11-01-2018,353.7,48.96,2.98,0.86,0.99,10380.45,-0.06,19.1925,-3.06
ICICIBANK,11-02-2018,354.45,53.66,2.89,0.85,0.92,10553,1.66,18.23,-5.01
ICICIBANK,11-05-2018,349.65,-,2.82,0.83,0.99,10524,-0.27,19.4825,6.87
ICICIBANK,11-06-2018,353.1,35.82,2.74,0.86,0.8,10530,0.06,18.505,-5.02
ICICIBANK,11-07-2018,355.9,37.36,2.66,0.87,0.93,10598.85,0.65,17.7225,-4.23
ICICIBANK,11-09-2018,356.85,48.96,2.58,0.87,0.81,10585.2,-0.13,17.765,0.24
ICICIBANK,11-12-2018,352.35,42.6,2.52,0.83,1.01,10482.2,-0.97,19.3675,9.02
ICICIBANK,11-13-2018,360.9,35.53,2.51,0.85,0.74,10582.5,0.96,18.695,-3.47
ICICIBANK,11-14-2018,366.6,50.37,2.46,0.87,0.59,10576.3,-0.06,18.825,0.7
ICICIBANK,11-15-2018,370,35.78,2.4,0.9,0.67,10616.7,0.38,18.455,-1.97
ICICIBANK,11-16-2018,367.55,49.25,2.33,0.91,0.83,10682.2,0.62,18.35,-0.57
ICICIBANK,11-19-2018,362.4,48.12,2.29,0.84,0.69,10763.4,0.76,19.255,4.93
ICICIBANK,11-20-2018,357.9,48.48,2.24,0.74,0.68,10656.2,-1,19.3275,0.38
ICICIBANK,11-21-2018,356.75,54.34,2.17,0.71,0.6,10600.05,-0.53,19.555,1.18
ICICIBANK,11-22-2018,352.05,43.18,2.13,0.65,0.57,10526.75,-0.69,19.16,-2.02
ICICIBANK,11-26-2018,356.35,60.45,2.09,0.67,0.55,10628.6,0.97,20.4025,6.48
ICICIBANK,11-27-2018,354.65,59.2,2.03,0.65,0.56,10685.6,0.54,18.315,-10.23
ICICIBANK,11-28-2018,359,55.32,1.99,0.72,0.49,10728.85,0.4,17.96,-1.94
ICICIBANK,11-29-2018,362.2,58.16,1.94,0.82,0.44,10858.7,1.21,18.6975,4.11
ICICIBANK,11-30-2018,355.15,59.58,1.94,0.62,0.68,10876.75,0.17,19.1625,2.49
ICICIBANK,12-03-2018,355.5,60.33,1.88,0.64,0.72,10883.75,0.06,18.2225,-4.91
ICICIBANK,12-04-2018,357.95,52.4,1.83,0.67,0.64,10869.5,-0.13,18.1075,-0.63
ICICIBANK,12-05-2018,351.4,53.64,1.83,0.56,0.67,10782.9,-0.8,18.39,1.56
ICICIBANK,12-06-2018,347.65,52.93,1.79,0.54,0.7,10601.15,-1.69,19.305,4.98
ICICIBANK,12-07-2018,352.2,47.82,1.76,0.53,0.5,10693.7,0.87,18.59,-3.7
ICICIBANK,12-10-2018,346.35,59.93,1.76,0.52,0.59,10488.45,-1.92,20.4375,9.94
ICICIBANK,12-11-2018,342.8,56.61,1.72,0.46,0.53,10549.15,0.58,17.945,-12.2
ICICIBANK,12-12-2018,349.95,52.17,1.74,0.51,0.51,10737.6,1.79,15.81,-11.9
ICICIBANK,12-13-2018,349.55,52.37,1.69,0.54,0.47,10791.55,0.5,15.55,-1.64
ICICIBANK,12-14-2018,351.9,47.34,1.65,0.52,0.53,10805.45,0.13,15.1575,-2.52
ICICIBANK,12-17-2018,358.45,53.93,1.66,0.62,0.62,10888.35,0.77,14.54,-4.07
ICICIBANK,12-18-2018,362.25,48.85,1.63,0.62,0.57,10908.7,0.19,14.5775,0.26
ICICIBANK,12-19-2018,366.5,57.21,1.61,0.74,0.54,10967.3,0.54,14.66,0.57
ICICIBANK,12-20-2018,362.15,54.1,1.59,0.66,0.71,10951.7,-0.14,14.3325,-2.23
ICICIBANK,12-21-2018,354.2,37.84,1.63,0.52,0.62,10754,-1.81,15.9925,11.58
ICICIBANK,12-24-2018,352.75,44.86,1.58,0.56,0.54,10663.5,-0.84,15.75,-1.52
ICICIBANK,12-26-2018,355.85,32.23,1.55,0.65,0.74,10729.85,0.62,15.92,1.08
ICICIBANK,12-27-2018,355.65,41.55,1.5,0.73,0.53,10779.8,0.47,16.0725,0.96
ICICIBANK,12-28-2018,360.75,54.39,1.5,0.92,0.73,10859.9,0.74,15.27,-4.99
ICICIBANK,12-31-2018,360.15,46.22,1.45,0.86,0.83,10862.55,0.02,16,4.78
ICICIBANK,01-01-2019,363.75,47.3,1.43,0.8,0.63,10910.1,0.44,15.325,-4.22
ICICIBANK,01-02-2019,364.6,48.16,1.39,0.9,0.9,10792.5,-1.08,16.3875,6.93
ICICIBANK,01-03-2019,363.25,46.21,1.35,0.74,0.66,10672.25,-1.11,16.79,2.46
ICICIBANK,01-04-2019,365.2,41.98,1.32,0.67,0.66,10727.35,0.52,16.1625,-3.74
ICICIBANK,01-07-2019,367.7,48.2,1.29,0.67,0.59,10771.8,0.41,16.3025,0.87
ICICIBANK,01-08-2019,380.15,43.75,1.49,0.93,0.73,10802.15,0.28,15.7,-3.7
ICICIBANK,01-09-2019,382.25,45.63,1.45,0.93,0.96,10855.15,0.49,15.27,-2.74
ICICIBANK,01-10-2019,379.5,49.73,1.42,0.93,1.07,10821.6,-0.31,15.345,0.49
ICICIBANK,01-11-2019,378.55,52.75,1.38,0.89,0.76,10794.95,-0.25,15.3525,0.05
ICICIBANK,01-14-2019,373.35,65.17,1.38,0.83,0.72,10737.6,-0.53,16.1575,5.24
ICICIBANK,01-15-2019,372.75,56.77,1.34,0.8,0.74,10886.8,1.39,15.5825,-3.56
ICICIBANK,01-16-2019,375.3,54.79,1.31,0.81,0.7,10890.3,0.03,16.0775,3.18
ICICIBANK,01-17-2019,374.6,51.32,1.27,0.75,0.6,10905.2,0.14,16.2425,1.03
ICICIBANK,01-18-2019,372,42.53,1.24,0.72,0.67,10906.95,0.02,16.6175,2.31
ICICIBANK,01-21-2019,371.7,53.85,1.2,0.71,0.66,10961.85,0.5,18.1475,9.21
ICICIBANK,01-22-2019,369.05,61.52,1.18,0.69,0.67,10922.75,-0.36,17.985,-0.9
ICICIBANK,01-23-2019,367.4,47.18,1.15,0.69,0.58,10831.5,-0.84,18.085,0.56
ICICIBANK,01-24-2019,364.8,53.56,1.13,0.71,1.19,10849.8,0.17,17.435,-3.59
ICICIBANK,01-25-2019,357.2,57.36,1.21,0.59,1.03,10780.55,-0.64,17.69,1.46
ICICIBANK,01-28-2019,343.55,57.01,1.51,0.57,0.85,10661.55,-1.1,18.8975,6.83
ICICIBANK,01-29-2019,346.85,58.16,1.48,0.59,0.7,10652.2,-0.09,18.4275,-2.49
ICICIBANK,01-30-2019,365.9,41.52,1.94,0.72,0.55,10651.8,0,17.85,-3.13
ICICIBANK,01-31-2019,364.45,39.85,1.88,0.9,0.79,10830.95,1.68,17.1225,-4.08
ICICIBANK,02-01-2019,354.65,34.89,1.94,0.83,0.86,10893.65,0.58,15.72,-8.19
ICICIBANK,02-04-2019,354.55,42.5,1.88,0.84,0.67,10912.25,0.17,15.7225,0.02
ICICIBANK,02-05-2019,352.65,38.21,1.83,0.79,0.72,10934.35,0.2,15.78,0.37
ICICIBANK,02-06-2019,359.3,44.2,1.83,0.79,0.52,11062.45,1.17,15.63,-0.95
ICICIBANK,02-07-2019,358.65,35.46,1.77,0.79,0.67,11069.4,0.06,15.435,-1.25
ICICIBANK,02-08-2019,355.1,32.19,1.73,0.75,0.7,10943.6,-1.14,15.5675,0.86
ICICIBANK,02-11-2019,350.05,37.63,1.71,0.73,0.61,10888.8,-0.5,15.84,1.75
ICICIBANK,02-12-2019,344.3,57.41,1.71,0.7,0.61,10831.4,-0.53,15.75,-0.57
ICICIBANK,02-13-2019,339.75,53.22,1.69,0.66,0.67,10793.65,-0.35,15.73,-0.13
ICICIBANK,02-14-2019,343.95,39.25,1.67,0.64,0.62,10746.05,-0.44,15.7725,0.27
ICICIBANK,02-15-2019,342.15,53.61,1.62,0.63,0.7,10724.4,-0.2,16.46,4.36
ICICIBANK,02-18-2019,338.75,40.46,1.59,0.58,0.67,10640.95,-0.78,18,9.36
ICICIBANK,02-19-2019,343.25,30.16,1.58,0.63,0.7,10604.35,-0.34,18.4675,2.6
ICICIBANK,02-20-2019,345.2,39.73,1.54,0.62,0.59,10735.45,1.24,17.055,-7.65
ICICIBANK,02-21-2019,351.3,45.87,1.55,0.72,0.53,10789.85,0.51,16.0525,-5.88
ICICIBANK,02-22-2019,352.05,56.08,1.5,0.77,0.75,10791.65,0.02,15.45,-3.75
ICICIBANK,02-25-2019,355.6,49.88,1.47,0.74,0.62,10880.1,0.82,15.3575,-0.6
ICICIBANK,02-26-2019,348.2,51.53,1.52,0.62,0.75,10835.3,-0.41,17.115,11.44
ICICIBANK,02-27-2019,345.55,49.46,1.49,0.6,0.78,10806.65,-0.26,18.8975,10.41
ICICIBANK,02-28-2019,350.15,59.59,1.48,0.66,0.59,10792.5,-0.13,18.2775,-3.28
ICICIBANK,03-01-2019,354.25,57.26,1.46,0.87,0.9,10863.5,0.66,16.275,-10.96
ICICIBANK,03-05-2019,363.25,60.16,1.54,0.91,0.59,10987.45,1.14,15.6575,-3.79
ICICIBANK,03-06-2019,371.95,62.73,1.6,0.84,0.67,11053,0.6,15.61,-0.3
ICICIBANK,03-07-2019,370.8,43.07,1.55,0.76,0.72,11058.2,0.05,15.2925,-2.03
ICICIBANK,03-08-2019,370.6,51.94,1.5,0.87,0.65,11035.4,-0.21,14.94,-2.31
ICICIBANK,03-11-2019,375.85,55.37,1.49,0.97,0.67,11168.05,1.2,14.895,-0.3
ICICIBANK,03-12-2019,388.2,61.74,1.65,1.12,0.67,11301.2,1.19,15.0975,1.36
ICICIBANK,03-13-2019,391.9,48.45,1.62,1.05,0.63,11341.7,0.36,15.2775,1.19
ICICIBANK,03-14-2019,387.9,48.44,1.59,0.86,0.57,11343.25,0.01,15.15,-0.83
ICICIBANK,03-15-2019,395.3,56.94,1.61,0.94,0.58,11426.85,0.74,15.865,4.72
ICICIBANK,03-18-2019,398.05,49.09,1.57,0.93,0.59,11462.2,0.31,16.9,6.52
ICICIBANK,03-19-2019,398.4,43.55,1.52,0.9,0.55,11532.4,0.61,16.4925,-2.41
ICICIBANK,03-20-2019,392.9,61.85,1.51,0.81,0.64,11521.05,-0.1,16.0325,-2.79
ICICIBANK,03-22-2019,391.8,48.85,1.47,0.78,0.68,11456.9,-0.56,16.275,1.51
ICICIBANK,03-25-2019,383.5,63.29,1.52,0.74,0.77,11354.25,-0.9,16.6725,2.44
ICICIBANK,03-26-2019,394.1,44.89,1.62,0.77,0.58,11483.25,1.14,16.485,-1.12
ICICIBANK,03-27-2019,393.2,39.18,1.57,0.74,0.46,11445.05,-0.33,17.0475,3.41
ICICIBANK,03-28-2019,400.55,64.44,1.59,0.87,0.38,11570,1.09,16.6525,-2.32
ICICIBANK,03-29-2019,400.5,52.47,1.54,0.57,0.49,11623.9,0.47,17.185,3.2
ICICIBANK,04-01-2019,398.25,39.77,1.5,0.61,0.6,11669.15,0.39,18.005,4.77
ICICIBANK,04-02-2019,397.15,49.4,1.46,0.64,0.68,11713.2,0.38,18.0825,0.43
ICICIBANK,04-03-2019,392.1,46.69,1.45,0.6,0.72,11643.95,-0.59,18.7825,3.87
ICICIBANK,04-04-2019,388.75,45.35,1.42,0.57,0.63,11598,-0.39,18.65,-0.71
ICICIBANK,04-05-2019,390.55,42.65,1.38,0.58,0.61,11665.95,0.59,18.3925,-1.38
ICICIBANK,04-08-2019,387.1,31.46,1.36,0.56,0.7,11604.5,-0.53,20.1525,9.57
ICICIBANK,04-09-2019,397.15,41.09,1.46,0.6,0.6,11671.95,0.58,20.28,0.63
ICICIBANK,04-10-2019,394.2,51.21,1.43,0.57,0.57,11584.3,-0.75,21.13,4.19
ICICIBANK,04-11-2019,390.05,43.06,1.41,0.54,0.64,11596.7,0.11,20.9575,-0.82
ICICIBANK,04-12-2019,394.6,37.25,1.4,0.56,0.52,11643.45,0.4,20.9975,0.19
ICICIBANK,04-15-2019,392.75,44.58,1.36,0.52,0.59,11690.35,0.4,21.3875,1.86
ICICIBANK,04-16-2019,407,31.7,1.58,0.67,0.46,11787.15,0.83,21.6925,1.43
ICICIBANK,04-18-2019,404.4,49.07,1.54,0.63,0.62,11752.8,-0.29,22.735,4.81
ICICIBANK,04-22-2019,394.5,45.2,1.61,0.55,0.7,11594.45,-1.35,24.05,5.78
ICICIBANK,04-23-2019,396.5,42.19,1.57,0.58,0.55,11575.95,-0.16,24.645,2.47
ICICIBANK,04-24-2019,401.1,51.54,1.55,0.67,0.55,11726.15,1.3,23.7125,-3.78
ICICIBANK,04-25-2019,395.4,55.75,1.54,0.61,0.51,11641.8,-0.72,23.2325,-2.02
ICICIBANK,04-26-2019,407.2,36.09,1.66,0.94,0.66,11754.65,0.97,21.7175,-6.52
ICICIBANK,04-30-2019,407.5,47.39,1.61,0.84,0.88,11748.15,-0.06,21.8275,0.51
ICICIBANK,05-02-2019,395.55,42.28,1.72,0.67,0.82,11724.75,-0.2,22.9825,5.29
ICICIBANK,05-03-2019,401.8,48.36,1.71,0.61,0.6,11712.25,-0.11,24.0325,4.57
ICICIBANK,05-06-2019,401.3,31.62,1.66,0.73,0.66,11598.25,-0.97,26.4325,9.99
ICICIBANK,05-07-2019,386.5,30.25,1.85,0.62,0.62,11497.9,-0.87,26.4775,0.17
ICICIBANK,05-08-2019,382.2,36,1.81,0.66,0.7,11359.45,-1.2,26.365,-0.42
ICICIBANK,05-09-2019,381.4,38.05,1.76,0.65,0.64,11301.8,-0.51,25.485,-3.34
ICICIBANK,05-10-2019,385.1,41.94,1.72,0.67,0.54,11278.9,-0.2,26.335,3.34
ICICIBANK,05-13-2019,376.3,41.54,1.76,0.66,0.79,11148.2,-1.16,27.3825,3.98
ICICIBANK,05-14-2019,380.4,45.69,1.73,0.71,0.67,11222.05,0.66,27.1325,-0.91
ICICIBANK,05-15-2019,377.05,48.38,1.69,0.66,0.79,11157,-0.58,28.6575,5.62
ICICIBANK,05-16-2019,382.5,45.6,1.68,0.54,0.82,11257.1,0.9,28.37,-1
ICICIBANK,05-17-2019,389.7,49.77,1.69,0.51,0.74,11407.15,1.33,28.075,-1.04
ICICIBANK,05-20-2019,407.7,53.55,1.98,0.58,0.61,11828.25,3.69,23.675,-15.67
ICICIBANK,05-21-2019,400.15,45.31,1.97,0.57,0.71,11709.1,-1.01,25.6525,8.35
ICICIBANK,05-22-2019,405.35,37.07,1.94,0.65,0.63,11737.9,0.25,27.6325,7.72
ICICIBANK,05-23-2019,410.85,43.47,1.91,0.56,0.83,11657.05,-0.69,19.405,-29.77
ICICIBANK,05-24-2019,431.75,59.88,2.22,0.87,0.74,11844.1,1.6,16.4675,-15.14
ICICIBANK,05-27-2019,435.5,41.61,2.16,0.96,0.62,11924.75,0.68,16.19,-1.69
ICICIBANK,05-28-2019,434.3,57.8,2.1,0.93,0.99,11928.75,0.03,15.9225,-1.65
ICICIBANK,05-29-2019,423.3,53.77,2.13,0.72,0.7,11861.1,-0.57,16.4075,3.05
ICICIBANK,05-30-2019,426.2,54.49,2.07,0.69,0.49,11945.9,0.71,15.61,-4.86
ICICIBANK,05-31-2019,423.7,51.86,2.01,0.48,0.73,11922.8,-0.19,16.0675,2.93
ICICIBANK,06-03-2019,422.9,55.81,1.95,0.54,0.71,12088.55,1.39,15.9675,-0.62
ICICIBANK,06-04-2019,419.1,42.46,1.9,0.55,0.72,12021.65,-0.55,15.6275,-2.13
ICICIBANK,06-06-2019,411.55,57.13,1.9,0.48,0.67,11843.75,-1.48,15.525,-0.66
ICICIBANK,06-07-2019,416.6,31.81,1.87,0.52,0.7,11870.65,0.23,14.8575,-4.3
ICICIBANK,06-10-2019,416.1,40.6,1.81,0.48,0.8,11922.7,0.44,14.975,0.79
ICICIBANK,06-11-2019,421.35,40.24,1.78,0.52,0.58,11965.6,0.36,14.49,-3.24
ICICIBANK,06-12-2019,418,54.44,1.74,0.47,0.61,11906.2,-0.5,14.1225,-2.54
ICICIBANK,06-13-2019,419.6,56.5,1.69,0.5,0.66,11914.05,0.07,13.66,-3.27
ICICIBANK,06-14-2019,417.75,39,1.64,0.49,0.67,11823.3,-0.76,13.895,1.72
ICICIBANK,06-18-2019,422.15,44.09,1.61,0.57,0.76,11691.5,0.17,14.6,-0.34
ICICIBANK,06-19-2019,419.8,55.55,1.57,0.56,0.66,11691.45,0,14.73,0.89
ICICIBANK,06-20-2019,433.4,62.86,1.71,0.81,0.69,11831.75,1.2,14,-4.96
ICICIBANK,06-21-2019,430.8,49.4,1.66,0.82,0.8,11724.1,-0.91,14.61,4.36
ICICIBANK,06-24-2019,429.45,53.87,1.62,0.77,0.81,11699.65,-0.21,15.2225,4.19
ICICIBANK,06-25-2019,433.65,47.6,1.59,0.79,0.69,11796.45,0.83,15.01,-1.4
ICICIBANK,06-26-2019,438.65,37.41,1.57,0.85,0.56,11847.55,0.43,14.75,-1.73
ICICIBANK,06-27-2019,440.95,53.43,1.53,1.12,0.53,11841.55,-0.05,14.645,-0.71
ICICIBANK,06-28-2019,437.1,49.6,1.5,0.55,0.69,11788.85,-0.45,14.9525,2.1
ICICIBANK,07-01-2019,439,45.28,1.46,0.53,0.58,11865.6,0.65,14.6025,-2.34
ICICIBANK,07-02-2019,436.75,44.42,1.42,0.48,0.74,11910.3,0.38,14.25,-2.41
ICICIBANK,07-03-2019,435.95,57.13,1.38,0.49,0.67,11916.75,0.05,13.695,-3.89
ICICIBANK,07-04-2019,436.2,55.24,1.34,0.5,0.56,11946.75,0.25,13.53,-1.2
ICICIBANK,07-05-2019,436.35,49.45,1.3,0.49,0.75,11811.15,-1.14,13.065,-3.44
ICICIBANK,07-08-2019,425.9,49.81,1.39,0.45,0.79,11558.6,-2.14,13.8525,6.03
ICICIBANK,07-09-2019,428.5,54.55,1.36,0.48,0.72,11555.9,-0.02,13.6875,-1.19
ICICIBANK,07-10-2019,430.9,66.25,1.33,0.5,0.81,11498.9,-0.49,13.635,-0.38
ICICIBANK,07-11-2019,426.55,66.77,1.31,0.49,0.59,11582.9,0.73,12.47,-8.54
ICICIBANK,07-12-2019,427.05,42.77,1.27,0.52,0.72,11552.5,-0.26,11.9975,-3.79
ICICIBANK,07-15-2019,422.3,51.08,1.26,0.5,0.68,11588.35,0.31,12.02,0.19
ICICIBANK,07-16-2019,424.6,48.71,1.23,0.52,0.74,11662.6,0.64,11.56,-3.83
ICICIBANK,07-17-2019,424.7,59.02,1.19,0.56,0.65,11687.5,0.21,11.8,2.08
ICICIBANK,07-18-2019,418.65,62.42,1.21,0.49,0.71,11596.9,-0.78,11.75,-0.42
ICICIBANK,07-19-2019,410.3,56.89,1.27,0.46,0.75,11419.25,-1.53,12.515,6.51
ICICIBANK,07-22-2019,411.5,67.75,1.24,0.51,0.66,11346.2,-0.64,13.01,3.96
ICICIBANK,07-23-2019,411.95,63.53,1.2,0.54,0.63,11331.05,-0.13,13.4275,3.21
ICICIBANK,07-24-2019,408.5,53.57,1.18,0.49,0.79,11271.3,-0.53,12.76,-4.97
